Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-10 00:00:00-04:00,12.338000297546387,12.440999984741211,12.23799991607666,12.362000465393066,473000,0.0,0.0
2020-08-11 00:00:00-04:00,14.199000358581543,14.543000221252441,13.479000091552734,13.48900032043457,3339000,0.0,0.0
2020-08-12 00:00:00-04:00,13.501999855041504,14.074999809265137,13.501999855041504,13.704000473022461,1807000,0.0,0.0
2020-08-13 00:00:00-04:00,13.847999572753906,13.9350004196167,13.6850004196167,13.699999809265137,752000,0.0,0.0
2020-08-14 00:00:00-04:00,13.76200008392334,14.675000190734863,13.75,14.663000106811523,2857000,0.0,0.0
2020-08-17 00:00:00-04:00,14.800999641418457,15.170000076293945,14.184000015258789,14.383999824523926,2295000,0.0,0.0
2020-08-18 00:00:00-04:00,14.444000244140625,14.597999572753906,14.175000190734863,14.314000129699707,1218000,0.0,0.0
2020-08-19 00:00:00-04:00,14.33899974822998,14.33899974822998,13.972000122070312,14.166999816894531,1560000,0.0,0.0
2020-08-20 00:00:00-04:00,14.175000190734863,14.505999565124512,14.175000190734863,14.413999557495117,1007000,0.0,0.0
2020-08-21 00:00:00-04:00,14.4399995803833,14.592000007629395,14.354000091552734,14.508000373840332,735000,0.0,0.0
2020-08-24 00:00:00-04:00,14.649999618530273,14.928000450134277,14.53600025177002,14.857999801635742,880000,0.0,0.0
2020-08-25 00:00:00-04:00,14.869999885559082,15.029000282287598,14.654999732971191,14.696000099182129,1165000,0.0,0.0
2020-08-26 00:00:00-04:00,14.868000030517578,14.895999908447266,14.576000213623047,14.605999946594238,820000,0.0,0.0
2020-08-27 00:00:00-04:00,14.732999801635742,14.76200008392334,14.413999557495117,14.652000427246094,761000,0.0,0.0
2020-08-28 00:00:00-04:00,14.74899959564209,15.045999526977539,14.668000221252441,14.689000129699707,839000,0.0,0.0
2020-08-31 00:00:00-04:00,14.72599983215332,14.795999526977539,14.39900016784668,14.444000244140625,803000,0.0,0.0
2020-09-01 00:00:00-04:00,14.50100040435791,14.90999984741211,14.50100040435791,14.881999969482422,863000,0.0,0.0
2020-09-02 00:00:00-04:00,14.845999717712402,15.123000144958496,14.77400016784668,15.0,1005000,0.0,0.0
2020-09-03 00:00:00-04:00,14.875,14.875,14.390999794006348,14.428000450134277,790000,0.0,0.0
2020-09-04 00:00:00-04:00,14.440999984741211,14.440999984741211,13.689000129699707,14.218999862670898,1248000,0.0,0.0
2020-09-08 00:00:00-04:00,14.060999870300293,14.3149995803833,13.881999969482422,13.881999969482422,884000,0.0,0.0
2020-09-09 00:00:00-04:00,13.982999801635742,14.234999656677246,13.899999618530273,14.114999771118164,1407000,0.0,0.0
2020-09-10 00:00:00-04:00,14.17199993133545,14.309000015258789,13.944000244140625,13.972000122070312,1487000,0.0,0.0
2020-09-11 00:00:00-04:00,14.086999893188477,14.140999794006348,13.883999824523926,14.11299991607666,1164000,0.0,0.0
2020-09-14 00:00:00-04:00,14.163000106811523,14.303999900817871,14.020999908447266,14.26200008392334,694000,0.0,0.0
2020-09-15 00:00:00-04:00,14.5,15.598999977111816,14.380999565124512,15.574999809265137,2621000,0.0,0.0
2020-09-16 00:00:00-04:00,15.894000053405762,17.6560001373291,15.774999618530273,17.489999771118164,4596000,0.0,0.0
2020-09-17 00:00:00-04:00,17.34000015258789,17.34000015258789,16.259000778198242,16.361000061035156,1797000,0.0,0.0
2020-09-18 00:00:00-04:00,16.552000045776367,16.617000579833984,15.744000434875488,15.958999633789062,3470000,0.0,0.0
2020-09-21 00:00:00-04:00,15.770000457763672,15.770000457763672,14.920999526977539,15.215999603271484,1597000,0.0,0.0
2020-09-22 00:00:00-04:00,15.336999893188477,15.46500015258789,14.939000129699707,15.425000190734863,897000,0.0,0.0
2020-09-23 00:00:00-04:00,15.380000114440918,15.47700023651123,14.810999870300293,14.82800006866455,1117000,0.0,0.0
2020-09-24 00:00:00-04:00,14.73799991607666,14.805999755859375,14.460000038146973,14.605999946594238,1221000,0.0,0.0
2020-09-25 00:00:00-04:00,14.616999626159668,14.696000099182129,14.49899959564209,14.61299991607666,1693000,0.0,0.0
2020-09-28 00:00:00-04:00,14.845000267028809,15.340999603271484,14.845000267028809,15.145999908447266,1444000,0.0,0.0
2020-09-29 00:00:00-04:00,15.067000389099121,15.109999656677246,14.807999610900879,14.968999862670898,624000,0.0,0.0
2020-09-30 00:00:00-04:00,15.022000312805176,15.307000160217285,14.986000061035156,15.055999755859375,824000,0.0,0.0
2020-10-01 00:00:00-04:00,15.065999984741211,15.270999908447266,14.854999542236328,14.895999908447266,694000,0.0,0.0
2020-10-02 00:00:00-04:00,14.631999969482422,14.994999885559082,14.515999794006348,14.645999908447266,1103000,0.0,0.0
2020-10-05 00:00:00-04:00,14.77299976348877,14.973999977111816,14.6899995803833,14.821000099182129,495000,0.0,0.0
2020-10-06 00:00:00-04:00,14.932000160217285,15.4350004196167,14.92300033569336,15.003999710083008,911000,0.0,0.0
2020-10-07 00:00:00-04:00,15.100000381469727,15.343999862670898,15.081999778747559,15.309000015258789,518000,0.0,0.0
2020-10-08 00:00:00-04:00,15.532999992370605,16.479000091552734,15.532999992370605,16.393999099731445,1680000,0.0,0.0
