date,market_open_price,daily_high,daily_low,market_close_price,volume,dividends,stock_splits,avg_price,daily_price_change,market_price_change,year,market_sentiment,weekday,monday_price,friday_price,monday_to_friday_change,price_change_bucket
2020-08-10 00:00:00-04:00,12.338000297546387,12.440999984741211,12.23799991607666,12.362000465393066,473000,0.0,0.0,12.339499950408936,0.02,0.0,2020,Bull,0,12.338000297546387,14.663000106811523,0.18844219105161644,Large Increase (>+10%)
2020-08-17 00:00:00-04:00,14.800999641418457,15.170000076293945,14.184000015258789,14.383999824523926,2295000,0.0,0.0,14.677000045776367,0.07,-0.03,2020,Bull,0,14.800999641418457,14.508000373840332,-0.01979591072742201,Minimal Change (-2% to +2%)
2020-08-24 00:00:00-04:00,14.649999618530273,14.928000450134277,14.53600025177002,14.857999801635742,880000,0.0,0.0,14.732000350952148,0.03,0.01,2020,Bull,0,14.649999618530273,14.689000129699707,0.0026621510023865946,Minimal Change (-2% to +2%)
2020-08-31 00:00:00-04:00,14.72599983215332,14.795999526977539,14.39900016784668,14.444000244140625,803000,0.0,0.0,14.59749984741211,0.03,-0.02,2020,Bull,0,14.72599983215332,14.218999862670898,-0.034428899583131764,Small Decrease (-2% to -5%)
2020-09-14 00:00:00-04:00,14.163000106811523,14.303999900817871,14.020999908447266,14.26200008392334,694000,0.0,0.0,14.162499904632568,0.02,0.01,2020,Bull,0,14.163000106811523,15.958999633789062,0.12680925746189714,Large Increase (>+10%)
2020-09-21 00:00:00-04:00,15.770000457763672,15.770000457763672,14.920999526977539,15.215999603271484,1597000,0.0,0.0,15.345499992370605,0.06,-0.04,2020,Bull,0,15.770000457763672,14.61299991607666,-0.07336718504135573,Moderate Decrease (-5% to -10%)
2020-09-28 00:00:00-04:00,14.845000267028809,15.340999603271484,14.845000267028809,15.145999908447266,1444000,0.0,0.0,15.092999935150146,0.03,0.02,2020,Bull,0,14.845000267028809,14.645999908447266,-0.013405210845534893,Minimal Change (-2% to +2%)
2020-10-05 00:00:00-04:00,14.77299976348877,14.973999977111816,14.6899995803833,14.821000099182129,495000,0.0,0.0,14.831999778747559,0.02,0.0,2020,Bull,0,14.77299976348877,16.472999572753906,0.11507478755037003,Large Increase (>+10%)
2020-10-12 00:00:00-04:00,16.715999603271484,16.940000534057617,16.43000030517578,16.645999908447266,881000,0.0,0.0,16.6850004196167,0.03,-0.0,2020,Bull,0,16.715999603271484,16.469999313354492,-0.014716457032509593,Minimal Change (-2% to +2%)
2020-10-19 00:00:00-04:00,16.559999465942383,16.76799964904785,16.343000411987305,16.413999557495117,873000,0.0,0.0,16.555500030517578,0.03,-0.01,2020,Bull,0,16.559999465942383,18.43000030517578,0.11292275963409773,Large Increase (>+10%)
2020-10-26 00:00:00-04:00,18.447999954223633,18.700000762939453,17.253000259399414,17.5,1688000,0.0,0.0,17.976500511169434,0.08,-0.05,2020,Bull,0,18.447999954223633,16.707000732421875,-0.094373331858295,Moderate Decrease (-5% to -10%)
2020-11-02 00:00:00-05:00,16.891000747680664,16.92300033569336,16.25,16.656999588012695,1257000,0.0,0.0,16.58650016784668,0.04,-0.01,2020,Bull,0,16.891000747680664,18.562000274658203,0.09892839103727985,Moderate Increase (+5% to +10%)
2020-11-09 00:00:00-05:00,18.39900016784668,18.726999282836914,18.173999786376953,18.500999450683594,3111000,0.0,0.0,18.450499534606934,0.03,0.01,2020,Bull,0,18.39900016784668,19.226999282836914,0.04500239727358723,Small Increase (+2% to +5%)
2020-11-16 00:00:00-05:00,19.433000564575195,20.437000274658203,19.22100067138672,20.39299964904785,2020000,0.0,0.0,19.82900047302246,0.06,0.05,2020,Bull,0,19.433000564575195,22.211000442504883,0.14295269887419026,Large Increase (>+10%)
2020-11-23 00:00:00-05:00,22.700000762939453,22.700000762939453,21.437000274658203,22.076000213623047,2010000,0.0,0.0,22.068500518798828,0.06,-0.03,2020,Bull,0,22.700000762939453,34.277000427246094,0.5099999680708169,Large Increase (>+10%)
2020-11-30 00:00:00-05:00,30.030000686645508,34.75,29.899999618530273,34.277000427246094,15650000,0.0,0.0,32.32499980926514,0.16,0.14,2020,Bull,0,30.030000686645508,32.79999923706055,0.09224104186074399,Moderate Increase (+5% to +10%)
2020-12-07 00:00:00-05:00,33.00699996948242,34.97200012207031,32.553001403808594,33.62200164794922,3540000,0.0,0.0,33.76250076293945,0.07,0.02,2020,Bull,0,33.00699996948242,28.591999053955078,-0.1337595334204672,Large Decrease (>-10%)
2020-12-14 00:00:00-05:00,29.89299964904785,30.0,27.63800048828125,27.952999114990234,8306000,0.0,0.0,28.819000244140625,0.09,-0.06,2020,Bull,0,29.89299964904785,30.1200008392334,0.0075937909494063534,Minimal Change (-2% to +2%)
2020-12-21 00:00:00-05:00,29.76300048828125,32.20000076293945,29.50200080871582,31.760000228881836,7129000,0.0,0.0,30.851000785827637,0.09,0.07,2020,Bull,0,29.76300048828125,37.0,0.24315423152878063,Large Increase (>+10%)
2020-12-28 00:00:00-05:00,36.729000091552734,37.999000549316406,35.402000427246094,37.0,10977000,0.0,0.0,36.70050048828125,0.07,0.01,2020,Bull,0,36.729000091552734,42.52199935913086,0.1577227600298994,Large Increase (>+10%)
2021-01-04 00:00:00-05:00,41.632999420166016,44.43899917602539,41.000999450683594,42.52199935913086,14679000,0.0,0.0,42.71999931335449,0.08,0.02,2021,Bull,0,41.632999420166016,53.16400146484375,0.27696784294365295,Large Increase (>+10%)
2021-01-11 00:00:00-05:00,47.2140007019043,51.198001861572266,46.45100021362305,49.54899978637695,14727000,0.0,0.0,48.824501037597656,0.1,0.05,2021,Bull,0,47.2140007019043,57.80699920654297,0.2243613832159625,Large Increase (>+10%)
2021-01-25 00:00:00-05:00,59.029998779296875,59.90800094604492,55.11399841308594,57.141998291015625,6834000,0.0,0.0,57.51099967956543,0.09,-0.03,2021,Bull,0,59.029998779296875,61.73099899291992,0.04575639961846564,Small Increase (+2% to +5%)
2021-02-01 00:00:00-05:00,62.034000396728516,63.986000061035156,58.60499954223633,63.45600128173828,5555000,0.0,0.0,61.29549980163574,0.09,0.02,2021,Bull,0,62.034000396728516,80.5999984741211,0.299287454600005,Large Increase (>+10%)
2021-02-08 00:00:00-05:00,92.58300018310547,105.0,89.0009994506836,104.0999984741211,20998000,0.0,0.0,97.0004997253418,0.18,0.12,2021,Bull,0,92.58300018310547,103.43099975585938,0.11717053402135749,Large Increase (>+10%)
2021-02-22 00:00:00-05:00,87.0999984741211,93.22799682617188,86.5,87.5999984741211,7659000,0.0,0.0,89.86399841308594,0.08,0.01,2021,Bull,0,87.0999984741211,75.04100036621094,-0.13845003810755624,Large Decrease (>-10%)
2021-03-01 00:00:00-05:00,79.83999633789062,80.5,75.88800048828125,78.24400329589844,7608000,0.0,0.0,78.19400024414062,0.06,-0.02,2021,Bull,0,79.83999633789062,62.02399826049805,-0.22314627873971266,Large Decrease (>-10%)
2021-03-08 00:00:00-05:00,64.5009994506836,66.94599914550781,61.70000076293945,62.41899871826172,6721000,0.0,0.0,64.32299995422363,0.09,-0.03,2021,Bull,0,64.5009994506836,78.4000015258789,0.21548506524805497,Large Increase (>+10%)
2021-03-15 00:00:00-04:00,78.83300018310547,80.9000015258789,76.36699676513672,76.9010009765625,4375000,0.0,0.0,78.63349914550781,0.06,-0.02,2021,Bull,0,78.83300018310547,77.7040023803711,-0.01432138571552587,Minimal Change (-2% to +2%)
2021-03-22 00:00:00-04:00,76.72000122070312,77.5,72.1500015258789,72.45600128173828,4988000,0.0,0.0,74.82500076293945,0.07,-0.06,2021,Bull,0,76.72000122070312,62.400001525878906,-0.1866527563474533,Large Decrease (>-10%)
2021-03-29 00:00:00-04:00,65.88600158691406,66.29299926757812,62.722999572753906,63.13399887084961,4431000,0.0,0.0,64.50799942016602,0.06,-0.04,2021,Bull,0,65.88600158691406,72.05500030517578,0.09363140226568209,Moderate Increase (+5% to +10%)
2021-04-05 00:00:00-04:00,70.9749984741211,73.60399627685547,69.3290023803711,72.05500030517578,4859000,0.0,0.0,71.46649932861328,0.06,0.02,2021,Bull,0,70.9749984741211,71.0999984741211,0.0017611835531856686,Minimal Change (-2% to +2%)
2021-04-12 00:00:00-04:00,73.51899719238281,74.59400177001953,70.48500061035156,71.8239974975586,4812000,0.0,0.0,72.53950119018555,0.06,-0.02,2021,Bull,0,73.51899719238281,69.36199951171875,-0.056543177129934556,Moderate Decrease (-5% to -10%)
2021-04-19 00:00:00-04:00,65.00399780273438,66.5,62.349998474121094,63.75199890136719,8799000,0.0,0.0,64.42499923706055,0.07,-0.02,2021,Bull,0,65.00399780273438,61.30400085449219,-0.056919529156813614,Moderate Decrease (-5% to -10%)
2021-04-26 00:00:00-04:00,63.67599868774414,65.9800033569336,62.79999923706055,65.88200378417969,4791000,0.0,0.0,64.39000129699707,0.05,0.03,2021,Bull,0,63.67599868774414,65.71600341796875,0.032037263211660526,Small Increase (+2% to +5%)
2021-05-03 00:00:00-04:00,67.39700317382812,67.39700317382812,63.43899917602539,63.5620002746582,4645000,0.0,0.0,65.41800117492676,0.06,-0.06,2021,Bull,0,67.39700317382812,62.04600143432617,-0.07939524737770352,Moderate Decrease (-5% to -10%)
2021-05-10 00:00:00-04:00,61.58599853515625,61.58599853515625,56.64699935913086,56.94599914550781,5227000,0.0,0.0,59.116498947143555,0.09,-0.08,2021,Bull,0,61.58599853515625,52.13100051879883,-0.15352512326255544,Large Decrease (>-10%)
2021-05-17 00:00:00-04:00,48.400001525878906,49.95100021362305,46.88800048828125,48.935001373291016,8046000,0.0,0.0,48.41950035095215,0.07,0.01,2021,Bull,0,48.400001525878906,45.051998138427734,-0.06917362152687194,Moderate Decrease (-5% to -10%)
2021-05-24 00:00:00-04:00,46.5,47.82600021362305,44.724998474121094,47.244998931884766,7575000,0.0,0.0,46.27549934387207,0.07,0.02,2021,Bull,0,46.5,47.0,0.010752688172043012,Minimal Change (-2% to +2%)
2021-06-07 00:00:00-04:00,48.25,48.85499954223633,46.40700149536133,46.98099899291992,6104000,0.0,0.0,47.63100051879883,0.05,-0.03,2021,Bull,0,48.25,51.64400100708008,0.07034198978404307,Moderate Increase (+5% to +10%)
2021-06-14 00:00:00-04:00,54.400001525878906,60.569000244140625,54.400001525878906,59.8489990234375,15573000,0.0,0.0,57.484500885009766,0.11,0.1,2021,Bull,0,54.400001525878906,64.64600372314453,0.1883456233432539,Large Increase (>+10%)
2021-06-21 00:00:00-04:00,59.91699981689453,61.400001525878906,57.70000076293945,58.367000579833984,13781000,0.0,0.0,59.55000114440918,0.06,-0.03,2021,Bull,0,59.91699981689453,55.005001068115234,-0.08198005180149695,Moderate Decrease (-5% to -10%)
2021-06-28 00:00:00-04:00,57.03300094604492,62.95100021362305,56.58700180053711,62.41699981689453,17298000,0.0,0.0,59.76900100708008,0.11,0.09,2021,Bull,0,57.03300094604492,63.56100082397461,0.1144600454060867,Large Increase (>+10%)
2021-07-12 00:00:00-04:00,63.224998474121094,63.242000579833984,58.520999908447266,58.86899948120117,8263000,0.0,0.0,60.881500244140625,0.08,-0.07,2021,Bull,0,63.224998474121094,52.308998107910156,-0.17265323257665263,Large Decrease (>-10%)
2021-07-19 00:00:00-04:00,50.76599884033203,52.249000549316406,49.20000076293945,49.87200164794922,7287000,0.0,0.0,50.72450065612793,0.06,-0.02,2021,Bull,0,50.76599884033203,53.97100067138672,0.06313284293164369,Moderate Increase (+5% to +10%)
2021-07-26 00:00:00-04:00,62.099998474121094,69.5,62.0260009765625,68.25,20169000,0.0,0.0,65.76300048828125,0.12,0.1,2021,Bull,0,62.099998474121094,62.60100173950195,0.008067685631097757,Minimal Change (-2% to +2%)
2021-08-02 00:00:00-04:00,62.25899887084961,65.9000015258789,61.50899887084961,63.77899932861328,12551000,0.0,0.0,63.70450019836426,0.07,0.02,2021,Bull,0,62.25899887084961,74.87200164794922,0.20258923217291186,Large Increase (>+10%)
2021-08-09 00:00:00-04:00,79.63099670410156,79.80000305175781,76.2699966430664,76.77300262451172,14213000,0.0,0.0,78.03499984741211,0.05,-0.04,2021,Bull,0,79.63099670410156,72.80000305175781,-0.08578309873135,Moderate Decrease (-5% to -10%)
2021-08-16 00:00:00-04:00,74.0,74.0999984741211,69.22100067138672,69.7509994506836,6663000,0.0,0.0,71.6604995727539,0.07,-0.06,2021,Bull,0,74.0,71.65599822998047,-0.03167569959485853,Small Decrease (-2% to -5%)
2021-08-23 00:00:00-04:00,74.19000244140625,74.77799987792969,71.00599670410156,71.85099792480469,8138000,0.0,0.0,72.89199829101562,0.05,-0.03,2021,Bull,0,74.19000244140625,70.72000122070312,-0.04677181704426633,Small Decrease (-2% to -5%)
2021-08-30 00:00:00-04:00,70.25900268554688,70.83200073242188,69.39700317382812,70.29900360107422,5288000,0.0,0.0,70.114501953125,0.02,0.0,2021,Bull,0,70.25900268554688,71.22599792480469,0.013763292991586046,Minimal Change (-2% to +2%)
2021-09-13 00:00:00-04:00,60.900001525878906,64.27300262451172,60.03099822998047,64.2699966430664,9331000,0.0,0.0,62.152000427246094,0.07,0.06,2021,Bull,0,60.900001525878906,61.42900085449219,0.008686359858110804,Minimal Change (-2% to +2%)
2021-09-20 00:00:00-04:00,57.44200134277344,59.310001373291016,56.82899856567383,58.8390007019043,7755000,0.0,0.0,58.06949996948242,0.04,0.02,2021,Bull,0,57.44200134277344,59.93899917602539,0.04346989615406377,Small Increase (+2% to +5%)
2021-09-27 00:00:00-04:00,60.32500076293945,60.599998474121094,58.972999572753906,59.474998474121094,2756000,0.0,0.0,59.7864990234375,0.03,-0.01,2021,Bull,0,60.32500076293945,61.24599838256836,0.015267262461349513,Minimal Change (-2% to +2%)
2021-10-04 00:00:00-04:00,61.14799880981445,61.362998962402344,58.27899932861328,60.724998474121094,4355000,0.0,0.0,59.82099914550781,0.05,-0.01,2021,Bull,0,61.14799880981445,70.88200378417969,0.1591876294208813,Large Increase (>+10%)
2021-10-11 00:00:00-04:00,72.0,75.1989974975586,71.82499694824219,73.18000030517578,5771000,0.0,0.0,73.51199722290039,0.05,0.02,2021,Bull,0,72.0,74.98500061035156,0.041458341810438365,Small Increase (+2% to +5%)
2021-10-18 00:00:00-04:00,74.80000305175781,75.73799896240234,73.80799865722656,73.96399688720703,5830000,0.0,0.0,74.77299880981445,0.03,-0.01,2021,Bull,0,74.80000305175781,71.85199737548828,-0.03941183898387893,Small Decrease (-2% to -5%)
2021-10-25 00:00:00-04:00,73.6449966430664,75.54900360107422,73.30000305175781,74.60199737548828,3807000,0.0,0.0,74.42450332641602,0.03,0.01,2021,Bull,0,73.6449966430664,71.50599670410156,-0.02904474216126165,Small Decrease (-2% to -5%)
2021-11-01 00:00:00-04:00,72.0999984741211,74.5270004272461,71.11900329589844,73.61199951171875,4408000,0.0,0.0,72.82300186157227,0.05,0.02,2021,Bull,0,72.0999984741211,79.7509994506836,0.1061165206447082,Large Increase (>+10%)
2021-11-08 00:00:00-05:00,84.1989974975586,87.31900024414062,84.02799987792969,86.0,7178000,0.0,0.0,85.67350006103516,0.04,0.02,2021,Bull,0,84.1989974975586,81.1729965209961,-0.03593868177171873,Small Decrease (-2% to -5%)
2021-11-15 00:00:00-05:00,81.99600219726562,81.99600219726562,78.13400268554688,79.5,3915000,0.0,0.0,80.06500244140625,0.05,-0.03,2021,Bull,0,81.99600219726562,71.83100128173828,-0.12396946976844589,Large Decrease (>-10%)
2021-11-22 00:00:00-05:00,72.47100067138672,72.58100128173828,68.83899688720703,69.00199890136719,3991000,0.0,0.0,70.70999908447266,0.05,-0.05,2021,Bull,0,72.47100067138672,69.5479965209961,-0.04033343162521967,Small Decrease (-2% to -5%)
2021-11-29 00:00:00-05:00,69.0,70.4520034790039,67.13200378417969,69.5479965209961,5870000,0.0,0.0,68.7920036315918,0.05,0.01,2021,Bull,0,69.0,63.0989990234375,-0.0855217532835145,Moderate Decrease (-5% to -10%)
2021-12-06 00:00:00-05:00,59.492000579833984,60.4010009765625,56.573001861572266,59.64699935913086,6396000,0.0,0.0,58.48700141906738,0.07,0.0,2021,Bull,0,59.492000579833984,60.08399963378906,0.009950901771418125,Minimal Change (-2% to +2%)
2021-12-13 00:00:00-05:00,59.494998931884766,59.499000549316406,56.555999755859375,57.16400146484375,3758000,0.0,0.0,58.02750015258789,0.05,-0.04,2021,Bull,0,59.494998931884766,57.15800094604492,-0.03928057866704813,Small Decrease (-2% to -5%)
2021-12-20 00:00:00-05:00,55.28200149536133,56.3650016784668,54.29999923706055,54.638999938964844,3438000,0.0,0.0,55.33250045776367,0.04,-0.01,2021,Bull,0,55.28200149536133,60.827999114990234,0.10032193968400849,Large Increase (>+10%)
2021-12-27 00:00:00-05:00,60.0,62.152000427246094,59.84000015258789,60.827999114990234,3122000,0.0,0.0,60.99600028991699,0.04,0.01,2021,Bull,0,60.0,54.44900131225586,-0.09251664479573568,Moderate Decrease (-5% to -10%)
2022-01-03 00:00:00-05:00,55.06100082397461,56.132999420166016,54.29999923706055,55.82600021362305,3458000,0.0,0.0,55.21649932861328,0.03,0.01,2022,Bear,0,55.06100082397461,48.29499816894531,-0.12288194100684145,Large Decrease (>-10%)
2022-01-10 00:00:00-05:00,46.36899948120117,48.22600173950195,44.82500076293945,48.19499969482422,5597000,0.0,0.0,46.5255012512207,0.08,0.04,2022,Bear,0,46.36899948120117,49.95600128173828,0.0773577571366694,Moderate Increase (+5% to +10%)
2022-01-24 00:00:00-05:00,32.0,37.29999923706055,31.900999069213867,37.04499816894531,15052000,0.0,0.0,34.60049915313721,0.17,0.16,2022,Bear,0,32.0,33.89500045776367,0.059218764305114746,Moderate Increase (+5% to +10%)
2022-01-31 00:00:00-05:00,33.78799819946289,37.08000183105469,33.29499816894531,36.80099868774414,7630000,0.0,0.0,35.1875,0.11,0.09,2022,Bear,0,33.78799819946289,39.16400146484375,0.15910984822611712,Large Increase (>+10%)
2022-02-07 00:00:00-05:00,40.45100021362305,43.33300018310547,40.400001525878906,41.34700012207031,10874000,0.0,0.0,41.86650085449219,0.07,0.02,2022,Bear,0,40.45100021362305,41.10100173950195,0.016068861646095944,Minimal Change (-2% to +2%)
2022-02-14 00:00:00-05:00,41.470001220703125,42.94900131225586,40.5,40.94900131225586,3424000,0.0,0.0,41.72450065612793,0.06,-0.01,2022,Bear,0,41.470001220703125,39.59700012207031,-0.045165204810694616,Small Decrease (-2% to -5%)
